player,draft_year,position,position_group,model_group,college,round,pick,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,outlier_type,grade_explanation,projected_value,actual_value,actual_position_percentile,predicted_position_percentile
Andre Hardy,1984,RB,RB,RB,Weber St.,5.0,116.0,52.4,58.3,53.8,48.9,0.471,0.403,0.511,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.8,1.0,24.6,49.4
Lionel James,1984,RB,RB,RB,Auburn,5.0,118.0,43.9,46.7,46.3,45.4,0.448,0.449,0.546,Depth / replacement-level profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.4,27.0,81.1,48.0
Norm Granger,1984,RB,RB,RB,Iowa,5.0,137.0,48.8,53.3,50.6,48.1,0.464,0.423,0.519,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.6,0.0,9.7,48.5
Allen Rice,1984,RB,RB,RB,Baylor,5.0,140.0,41.3,43.3,42.8,46.5,0.452,0.414,0.535,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.3,17.0,69.8,47.4
Dwight Beverly,1984,RB,RB,RB,Illinois,6.0,147.0,40.6,42.5,42.1,45.8,0.451,0.41,0.542,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.2,2.0,32.6,47.0
Tony Paige,1984,RB,RB,RB,Virginia Tech,6.0,149.0,53.4,59.2,54.9,51.8,0.481,0.418,0.482,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.9,18.0,71.2,49.5
Willie Joyner,1984,RB,RB,RB,Maryland,7.0,170.0,40.7,42.5,42.1,46.2,0.455,0.408,0.538,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,0.0,9.7,47.1
Joe Hayes,1984,RB,RB,RB,Central Oklahoma,7.0,172.0,26.7,23.3,28.4,42.6,0.431,0.437,0.574,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk,4.7,0.0,9.7,45.3
Quentin Walker,1984,RB,RB,RB,Virginia,7.0,185.0,28.5,25.8,29.0,43.9,0.446,0.385,0.561,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk,4.8,0.0,9.7,45.7
Chris Brewer,1984,RB,RB,RB,Arizona,9.0,245.0,24.1,20.0,24.1,43.9,0.446,0.358,0.561,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk,4.6,1.0,24.6,44.7
Rich Erenberg,1984,RB,RB,RB,Colgate,9.0,247.0,26.8,23.3,27.2,44.3,0.45,0.389,0.557,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk,4.7,14.0,66.2,45.5
Derrick Harmon,1984,RB,RB,RB,Cornell,9.0,248.0,39.6,40.8,40.6,48.0,0.46,0.399,0.52,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,5.0,45.5,46.8
Randall Morris,1984,RB,RB,RB,Tennessee,10.0,270.0,14.2,7.5,14.3,39.1,0.408,0.346,0.609,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk,3.8,6.0,49.3,41.5
Keith Griffin,1984,RB,RB,RB,Miami (FL),10.0,279.0,22.9,18.3,23.7,42.1,0.431,0.398,0.579,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk,4.4,11.0,60.8,44.3
Earnest Byner,1984,RB,RB,RB,East Carolina,10.0,280.0,40.8,42.5,41.4,48.5,0.466,0.383,0.515,Depth / replacement-level profile,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,80.0,97.9,47.2
Frank Cephous,1984,RB,RB,RB,UCLA,11.0,283.0,17.1,10.8,17.4,41.0,0.419,0.373,0.59,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk,4.0,0.0,9.7,42.6
Buford McGee,1984,RB,RB,RB,Mississippi,11.0,286.0,15.6,9.2,15.6,40.2,0.416,0.334,0.598,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; private PFF-derived signals included; meaningful downside risk,3.9,16.0,68.5,42.1
Gene Lang,1984,RB,RB,RB,LSU,11.0,298.0,18.2,12.5,18.3,42.1,0.413,0.358,0.579,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk,4.1,18.0,71.2,43.0
Elton Veals,1984,RB,RB,RB,Tulane,11.0,303.0,17.7,11.7,17.8,41.4,0.419,0.362,0.586,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk,3.9,1.0,24.6,43.0
Donald Jordan,1984,RB,RB,RB,Houston,12.0,330.0,14.0,7.5,14.0,41.7,0.393,0.316,0.583,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included; meaningful downside risk,3.9,1.0,24.6,41.4
Scoop Gillespie,1984,RB,RB,RB,William Jewell,12.0,332.0,14.7,8.3,14.7,41.8,0.395,0.323,0.582,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included; meaningful downside risk,3.9,0.0,9.7,41.5
George Adams,1985,RB,RB,RB,Kentucky,1.0,19.0,79.1,94.2,83.7,53.2,0.524,0.523,0.468,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,6.2,13.0,64.2,50.8
Steve Sewell,1985,RB,RB,RB,Oklahoma,1.0,26.0,72.7,85.2,77.0,53.0,0.522,0.522,0.47,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,6.2,25.0,79.0,50.7
Lorenzo Hampton,1985,RB,RB,RB,Florida,1.0,27.0,69.4,80.6,73.5,52.4,0.518,0.521,0.476,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,6.0,25.0,79.0,50.4
Greg Allen,1985,RB,RB,RB,Florida St.,2.0,35.0,68.9,80.0,73.0,52.5,0.518,0.518,0.475,Rotational / contributor profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,6.0,0.0,9.7,50.3
Owen Gill,1985,RB,RB,RB,Iowa,2.0,53.0,66.0,76.1,69.9,51.7,0.513,0.513,0.483,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.9,4.0,41.7,49.8
Ricky Moore,1985,RB,RB,RB,Alabama,3.0,75.0,60.4,68.4,63.8,51.3,0.504,0.499,0.487,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.7,2.0,32.6,49.3
Robert Lavette,1985,RB,RB,RB,Georgia Tech,4.0,103.0,57.5,64.5,60.8,50.9,0.499,0.496,0.491,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.6,0.0,9.7,49.0
Ron Wolfley,1985,RB,RB,RB,West Virginia,4.0,104.0,56.2,62.6,59.3,50.6,0.5,0.495,0.494,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.6,2.0,32.6,48.9
Herschel Walker,1985,RB,RB,RB,Georgia,5.0,114.0,47.0,49.7,49.5,49.7,0.498,0.489,0.503,Depth / replacement-level profile,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.5,78.0,97.7,48.5
Joe McIntosh,1985,RB,RB,RB,North Carolina St.,5.0,118.0,50.2,54.2,52.9,50.0,0.497,0.49,0.5,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.5,0.0,9.7,48.6
Bruce King,1985,RB,RB,RB,Purdue,5.0,126.0,52.9,58.1,55.8,50.0,0.499,0.49,0.5,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.5,1.0,24.6,48.7
Dan Reeder,1985,RB,RB,RB,Delaware,5.0,135.0,40.6,40.6,42.6,49.6,0.497,0.485,0.504,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.4,0.0,9.7,48.3
Ron Davenport,1985,RB,RB,RB,Louisville,6.0,167.0,48.3,51.6,50.8,49.9,0.497,0.484,0.501,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.5,16.0,68.5,48.6
Gary Ellerson,1985,RB,RB,RB,Wisconsin,7.0,182.0,40.5,40.6,42.6,49.6,0.496,0.484,0.504,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.4,6.0,49.3,48.3
Lionel Vital,1985,RB,RB,RB,Nicholls St.,7.0,185.0,36.9,35.5,38.7,49.3,0.493,0.483,0.507,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.4,3.0,37.5,48.2
Danny Bradley,1985,RB,RB,RB,Oklahoma,7.0,189.0,38.2,37.4,40.2,49.2,0.493,0.484,0.508,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.4,0.0,9.7,48.2
Jacque Robinson,1985,FB,RB,RB,Washington,8.0,197.0,35.9,34.2,37.7,49.3,0.493,0.482,0.507,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.3,1.0,24.6,48.1
Scott Caldwell,1985,RB,RB,RB,Texas-Arlington,8.0,202.0,32.7,29.7,34.2,49.0,0.49,0.478,0.51,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.3,1.0,24.6,47.9
Curtis Adams,1985,RB,RB,RB,Central Michigan,8.0,207.0,22.6,15.5,23.5,48.3,0.484,0.476,0.517,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,6.0,49.3,47.4
Lee Rouson,1985,RB,RB,RB,Colorado,8.0,213.0,34.1,31.6,35.6,49.0,0.491,0.477,0.51,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.3,8.0,54.8,47.9
Jaime Covington,1985,RB,RB,RB,Syracuse,9.0,227.0,34.0,31.6,35.5,49.1,0.491,0.471,0.509,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.3,0.0,9.7,47.9
Scott Williams,1985,RB,RB,RB,Georgia,9.0,244.0,24.4,18.1,25.3,48.6,0.487,0.469,0.514,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.2,1.0,24.6,47.5
Thomas Sanders,1985,RB,RB,RB,Texas A&M,9.0,250.0,20.7,12.9,21.4,48.1,0.484,0.47,0.519,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,10.0,59.0,47.3
Jeff Smith,1985,RB,RB,RB,Nebraska,10.0,267.0,21.6,14.2,22.4,48.1,0.485,0.47,0.519,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,10.0,59.0,47.3
Herman Hunter,1985,RB,RB,RB,Tennessee St.,11.0,289.0,17.9,9.0,18.3,47.9,0.484,0.462,0.521,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,10.0,59.0,47.2
Steve Strachan,1985,RB,RB,RB,Boston Col.,11.0,303.0,23.9,17.4,24.7,48.4,0.486,0.466,0.516,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,1.0,24.6,47.5
Tony Mumford,1985,RB,RB,RB,Penn St.,12.0,328.0,16.5,7.1,16.8,47.9,0.475,0.459,0.521,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,0.0,9.7,46.9
Bo Jackson,1986,RB,RB,RB,Auburn,1.0,1.0,81.4,97.8,86.5,53.0,0.525,0.526,0.47,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,5.7,22.0,75.7,49.6
Keith Byars,1986,RB,RB,RB,Ohio St.,1.0,10.0,78.3,93.4,83.0,53.1,0.522,0.519,0.469,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.7,60.0,94.6,49.3
John Williams,1986,FB,RB,RB,Florida,1.0,15.0,78.3,93.4,83.1,53.3,0.522,0.523,0.467,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.7,65.0,95.9,49.3
Ronnie Harmon,1986,RB,RB,RB,Iowa,1.0,16.0,74.4,87.9,79.0,52.8,0.521,0.522,0.472,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.7,64.0,95.7,49.2
Reggie Dupard,1986,RB,RB,RB,SMU,1.0,26.0,72.0,84.6,76.5,52.7,0.52,0.521,0.473,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.6,7.0,52.5,49.1
Neal Anderson,1986,RB,RB,RB,Florida,1.0,27.0,72.5,85.2,76.9,52.8,0.521,0.521,0.472,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.7,61.0,95.1,49.1
Garry James,1986,RB,RB,RB,LSU,2.0,29.0,70.8,83.0,75.2,52.2,0.518,0.52,0.478,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.5,17.0,69.8,48.9
Dalton Hilliard,1986,RB,RB,RB,LSU,2.0,31.0,69.6,81.3,73.9,52.3,0.517,0.519,0.477,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.5,48.0,91.6,48.8
Darryl Clack,1986,RB,RB,RB,Arizona St.,2.0,33.0,70.0,81.9,74.4,52.4,0.518,0.518,0.476,Rotational / contributor profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.6,2.0,32.6,48.8
Anthony Toney,1986,RB,RB,RB,Texas A&M,2.0,37.0,70.0,81.9,74.4,52.2,0.516,0.519,0.478,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.5,23.0,77.0,48.8
Kenneth Davis,1986,RB,RB,RB,TCU,2.0,41.0,67.2,78.0,71.3,51.7,0.516,0.512,0.483,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.4,30.0,83.3,48.4
Tom Rathman,1986,RB,RB,RB,Nebraska,3.0,56.0,65.9,76.4,70.0,51.5,0.509,0.51,0.485,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.4,40.0,88.9,48.1
Rueben Mayes,1986,RB,RB,RB,Washington St.,3.0,57.0,61.5,70.3,65.4,51.0,0.505,0.507,0.49,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.3,28.0,82.0,47.8
Allen Pinkett,1986,RB,RB,RB,Notre Dame,3.0,61.0,65.1,75.3,69.2,51.3,0.508,0.509,0.487,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.3,23.0,77.0,48.1
Barry Word,1986,RB,RB,RB,Virginia,3.0,62.0,65.1,75.3,69.1,51.5,0.508,0.507,0.485,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.3,23.0,77.0,48.1
Vance Mueller,1986,RB,RB,RB,Occidental,4.0,103.0,55.9,62.6,59.3,50.4,0.498,0.496,0.496,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,7.0,52.5,47.4
Napoleon McCallum,1986,RB,RB,RB,Navy,4.0,108.0,58.7,66.5,62.3,50.7,0.501,0.498,0.493,Rotational / contributor profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.2,6.0,49.3,47.6
Carl Byrum,1986,RB,RB,RB,Miss. Valley St.,5.0,111.0,46.6,49.5,49.4,49.8,0.497,0.493,0.502,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,5.0,45.5,47.1
Oscar Smith,1986,RB,RB,RB,Nicholls St.,5.0,119.0,42.8,44.0,45.4,49.6,0.496,0.494,0.504,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,0.0,9.7,47.0
Bobby Joe Edmonds,1986,RB,RB,RB,Arkansas,5.0,126.0,54.3,60.4,57.7,50.2,0.496,0.494,0.498,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,1.0,24.6,47.3
Ray Wallace,1986,RB,RB,RB,Purdue,6.0,145.0,46.6,49.5,49.3,49.9,0.497,0.488,0.501,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,3.0,37.5,47.1
Jeff Powell,1986,RB,RB,RB,Tennessee,6.0,166.0,28.7,24.2,30.2,48.9,0.49,0.483,0.511,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.9,0.0,9.7,46.4
Gill Fenerty,1986,RB,RB,RB,Holy Cross,7.0,173.0,31.3,28.0,33.0,49.1,0.491,0.481,0.509,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.9,10.0,59.0,46.5
Rodney Carter,1986,RB,RB,RB,Purdue,7.0,175.0,46.2,48.9,48.8,50.1,0.496,0.485,0.499,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,10.0,59.0,47.1
Pat Franklin,1986,RB,RB,RB,Houston,7.0,177.0,37.6,36.8,39.6,49.4,0.494,0.482,0.506,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,0.0,9.7,46.8
Jon Francis,1986,RB,RB,RB,Boise St.,7.0,184.0,37.6,36.8,39.7,49.5,0.493,0.483,0.505,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,2.0,32.6,46.8
Rick Badanjek,1986,RB,RB,RB,Maryland,7.0,186.0,37.6,36.8,39.6,49.2,0.495,0.482,0.508,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.9,1.0,24.6,46.7
Topper Clemons,1986,RB,RB,RB,Wake Forest,8.0,212.0,31.3,28.0,32.9,49.0,0.488,0.477,0.51,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.9,0.0,9.7,46.5
Tony Cherry,1986,RB,RB,RB,Oregon,9.0,240.0,18.5,9.9,19.2,48.2,0.486,0.472,0.518,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.7,1.0,24.6,46.0
Nuu Faaola,1986,RB,RB,RB,Hawaii,9.0,245.0,29.7,25.8,31.2,48.9,0.49,0.474,0.511,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,0.0,9.7,46.4
Tony Baker,1986,RB,RB,RB,East Carolina,10.0,252.0,27.0,22.0,28.3,48.5,0.488,0.47,0.515,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,0.0,9.7,46.3
Vai Sikahema,1986,RB,RB,RB,BYU,10.0,254.0,21.9,14.8,22.8,48.4,0.49,0.468,0.516,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.7,9.0,56.9,46.1
Junior Tautalatasi,1986,RB,RB,RB,Washington St.,10.0,261.0,25.5,19.8,26.5,48.5,0.491,0.467,0.515,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,7.0,52.5,46.2
Chuck Sanders,1986,RB,RB,RB,Slippery Rock,11.0,293.0,24.7,18.7,25.7,48.6,0.488,0.465,0.514,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,0.0,9.7,46.2
Chuck Banks,1986,RB,RB,RB,West Virginia Tech,12.0,310.0,16.3,7.1,16.9,48.2,0.479,0.462,0.518,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.7,3.0,37.5,45.7
Mike Crawford,1986,RB,RB,RB,Arizona St.,12.0,324.0,15.5,6.0,16.0,47.9,0.475,0.461,0.521,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,0.0,9.7,45.5
Bobby Howard,1986,RB,RB,RB,Indiana,12.0,325.0,14.7,4.9,15.1,47.8,0.474,0.459,0.522,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,3.0,37.5,45.5
Marcus Dupree,1986,RB,RB,RB,Southern Miss,12.0,327.0,15.9,6.6,16.4,48.0,0.476,0.46,0.52,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,1.0,24.6,45.6
Rickey Isom,1986,RB,RB,RB,North Carolina St.,12.0,329.0,15.5,6.0,16.0,47.9,0.475,0.459,0.521,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,0.0,9.7,45.5
Alonzo Highsmith,1987,RB,RB,RB,Miami (FL),1.0,3.0,80.8,96.8,85.7,53.6,0.527,0.526,0.464,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,5.9,12.0,62.4,49.9
Brent Fullwood,1987,RB,RB,RB,Auburn,1.0,4.0,79.9,95.5,84.8,53.2,0.526,0.526,0.468,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; top-tier position profile,5.8,14.0,66.2,49.8
D.J. Dozier,1987,RB,RB,RB,Penn St.,1.0,14.0,78.6,93.7,83.4,53.4,0.524,0.525,0.466,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.8,8.0,54.8,49.6
Paul Palmer,1987,RB,RB,RB,Temple,1.0,19.0,76.9,91.4,81.7,52.8,0.524,0.525,0.472,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.8,14.0,66.2,49.6
Roger Vick,1987,RB,RB,RB,Texas A&M,1.0,21.0,81.2,97.3,86.1,53.5,0.528,0.525,0.465,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,5.9,12.0,62.4,49.9
Rod Bernstine,1987,RB,RB,RB,Texas A&M,1.0,24.0,80.8,96.8,85.7,53.4,0.525,0.524,0.466,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,5.8,31.0,83.9,49.8
Terrence Flagler,1987,RB,RB,RB,Clemson,1.0,25.0,74.0,87.3,78.5,53.0,0.523,0.523,0.47,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.8,6.0,49.3,49.5
Kenny Flowers,1987,RB,RB,RB,Clemson,2.0,31.0,70.8,82.8,75.1,52.5,0.52,0.519,0.475,Rotational / contributor profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.7,1.0,24.6,49.2
Christian Okoye,1987,RB,RB,RB,Azusa Pacific,2.0,35.0,71.1,83.3,75.3,52.7,0.522,0.514,0.473,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.7,34.0,86.0,49.3
Don Smith,1987,RB,RB,RB,Mississippi St.,2.0,51.0,65.2,75.1,69.1,51.8,0.513,0.513,0.482,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.5,6.0,49.3,48.7
Jamie Mueller,1987,RB,RB,RB,Benedictine,3.0,78.0,61.5,70.1,65.2,51.6,0.506,0.504,0.484,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.4,8.0,54.8,48.3
Bob Perryman,1987,RB,RB,RB,Michigan,3.0,79.0,60.5,68.8,64.2,51.6,0.505,0.502,0.484,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.4,13.0,64.2,48.2
Tim Manoa,1987,RB,RB,RB,Penn St.,3.0,80.0,60.6,68.8,64.2,51.6,0.506,0.503,0.484,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.4,9.0,56.9,48.3
Steve Smith,1987,RB,RB,RB,Penn St.,3.0,81.0,62.1,71.0,65.8,51.5,0.507,0.502,0.485,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.4,21.0,74.2,48.4
Troy Stradford,1987,RB,RB,RB,Boston Col.,4.0,99.0,55.5,62.0,58.9,50.3,0.499,0.497,0.497,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.2,23.0,77.0,47.7
Timmy Smith,1987,RB,RB,RB,Texas Tech,5.0,117.0,46.9,49.8,49.7,49.9,0.498,0.494,0.501,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,4.0,41.7,47.4
George Swarn,1987,RB,RB,RB,Miami (OH),5.0,118.0,43.0,44.3,45.5,49.7,0.496,0.49,0.503,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,0.0,9.7,47.2
Tommie Agee,1987,RB,RB,RB,Auburn,5.0,119.0,46.5,49.3,49.2,50.1,0.497,0.489,0.499,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,6.0,49.3,47.4
Marc Logan,1987,RB,RB,RB,Kentucky,5.0,130.0,47.5,50.7,50.3,50.1,0.496,0.49,0.499,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,22.0,75.7,47.4
Spencer Tillman,1987,RB,RB,RB,Oklahoma,5.0,133.0,41.4,42.1,43.8,49.6,0.495,0.491,0.504,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.1,1.0,24.6,47.2
Steve Bartalo,1987,RB,RB,RB,Colorado St.,6.0,143.0,37.8,37.1,40.0,49.2,0.493,0.486,0.508,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,0.0,9.7,46.9
