player,draft_year,position,position_group,model_group,college,round,pick,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,position_score,final_score,ceiling_score,floor_score,starter_probability,elite_probability,bust_probability,tier,outlier_type,model_explanation
Elijah Hood,2017,RB,RB,RB,North Carolina,7.0,242.0,4.6,0.0,9.7,42.4,1.5,10.5,10.9,43.6,0.394,0.39,0.564,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Chris Carson,2017,RB,RB,RB,Oklahoma St.,7.0,249.0,9.1,29.0,82.7,64.2,99.5,86.4,88.0,65.8,0.614,0.534,0.342,Starter-caliber profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Matthew Dayes,2017,RB,RB,RB,North Carolina St.,7.0,252.0,4.4,0.0,9.7,42.6,2.0,10.7,10.7,44.3,0.395,0.35,0.557,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Saquon Barkley,2018,RB,RB,RB,Penn St.,1.0,2.0,39.3,65.0,95.9,89.2,99.6,96.8,97.3,95.5,0.936,0.904,0.045,Elite / rare profile,near_expected,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Rashaad Penny,2018,RB,RB,RB,San Diego St.,1.0,27.0,8.6,13.0,64.2,57.1,85.0,74.4,75.3,64.9,0.575,0.463,0.351,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile
Sony Michel,2018,RB,RB,RB,Georgia,1.0,31.0,16.5,21.0,74.2,71.3,98.2,89.5,89.7,81.7,0.782,0.642,0.183,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Nick Chubb,2018,RB,RB,RB,Georgia,2.0,35.0,34.3,49.0,92.0,85.9,98.9,95.2,95.8,92.8,0.909,0.865,0.072,Elite / rare profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Ronald Jones II,2018,RB,RB,RB,USC,2.0,38.0,13.0,18.0,71.2,66.5,98.1,87.7,88.5,73.3,0.739,0.597,0.267,Starter-caliber profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Kerryon Johnson,2018,RB,RB,RB,Auburn,2.0,43.0,12.4,11.0,60.8,64.9,98.0,87.1,87.6,78.4,0.706,0.565,0.216,Starter-caliber profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Derrius Guice,2018,RB,RB,RB,LSU,2.0,59.0,4.7,2.0,32.6,44.4,11.2,17.7,17.7,48.5,0.408,0.341,0.515,Low-probability profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Royce Freeman,2018,RB,RB,RB,Oregon,3.0,71.0,11.5,13.0,64.2,62.6,97.9,86.1,87.3,74.7,0.671,0.554,0.253,Starter-caliber profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Nyheim Hines,2018,RB,RB,RB,North Carolina St.,4.0,104.0,16.1,25.0,79.0,70.3,98.2,89.3,89.6,82.5,0.767,0.64,0.175,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Mark Walton,2018,RB,RB,RB,Miami (FL),4.0,112.0,4.4,3.0,37.5,43.5,8.3,15.2,15.2,48.5,0.395,0.296,0.515,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Ito Smith,2018,RB,RB,RB,Southern Miss,4.0,126.0,5.9,6.0,49.3,49.3,46.8,44.7,44.7,56.6,0.486,0.38,0.434,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Kalen Ballage,2018,RB,RB,RB,Arizona St.,4.0,131.0,7.5,6.0,49.3,53.9,71.4,64.1,64.1,63.8,0.58,0.42,0.362,Rotational / contributor profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Chase Edmonds,2018,RB,RB,RB,Fordham,4.0,134.0,14.5,21.0,74.2,68.2,98.2,88.7,88.7,80.5,0.777,0.593,0.195,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Jordan Wilkins,2018,RB,RB,RB,Mississippi,5.0,169.0,5.3,8.0,54.8,47.4,35.4,35.9,35.9,52.7,0.478,0.319,0.473,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
John Kelly,2018,RB,RB,RB,Tennessee,6.0,176.0,2.6,1.0,24.6,33.0,0.9,6.0,6.0,35.1,0.261,0.208,0.649,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Boston Scott,2018,RB,RB,RB,Louisiana Tech,6.0,201.0,6.5,11.0,60.8,51.6,59.6,54.8,55.3,55.7,0.539,0.425,0.443,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Trenton Cannon,2018,RB,RB,RB,Virginia St.,6.0,204.0,2.9,2.0,32.6,36.9,1.2,7.3,7.3,38.0,0.279,0.236,0.62,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
David Williams,2018,RB,RB,RB,Arkansas,7.0,226.0,2.3,0.0,9.7,29.6,0.5,5.2,5.9,27.6,0.288,0.22,0.724,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Bo Scarbrough,2018,RB,RB,RB,Alabama,7.0,236.0,2.9,2.0,32.6,34.1,0.9,6.7,6.7,36.3,0.297,0.236,0.637,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Nick Bawden,2018,RB,RB,RB,San Diego St.,7.0,237.0,2.2,0.0,9.7,30.7,0.6,4.9,5.3,29.9,0.238,0.192,0.701,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Justin Jackson,2018,RB,RB,RB,Northwestern,7.0,251.0,5.9,12.0,62.4,50.5,53.9,50.0,50.0,56.0,0.501,0.374,0.44,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Josh Jacobs,2019,RB,RB,RB,Alabama,1.0,24.0,43.2,57.0,94.1,89.6,99.5,97.2,97.6,97.5,0.966,0.918,0.025,Elite / rare profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Miles Sanders,2019,RB,RB,RB,Penn St.,2.0,53.0,32.8,34.0,86.0,84.4,98.8,95.2,95.2,97.0,0.94,0.825,0.03,Elite / rare profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Darrell Henderson,2019,RB,RB,RB,Memphis,3.0,70.0,14.3,15.0,67.4,68.0,97.6,88.5,88.5,85.5,0.81,0.521,0.145,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
David Montgomery,2019,RB,RB,RB,Iowa St.,3.0,73.0,38.7,49.0,92.0,87.3,99.0,96.3,96.4,97.7,0.956,0.887,0.023,Elite / rare profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Devin Singletary,2019,RB,RB,RB,Florida Atlantic,3.0,74.0,35.3,39.0,88.4,85.6,98.8,95.6,95.6,96.4,0.949,0.86,0.036,Elite / rare profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Damien Harris,2019,RB,RB,RB,Alabama,3.0,87.0,12.4,16.0,68.5,64.7,97.3,86.6,86.6,80.8,0.749,0.461,0.192,Starter-caliber profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Alexander Mattison,2019,RB,RB,RB,Boise St.,3.0,102.0,18.5,21.0,74.2,73.2,98.1,90.8,90.8,91.0,0.865,0.594,0.09,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Justice Hill,2019,RB,RB,RB,Oklahoma St.,4.0,113.0,10.3,17.0,69.8,61.6,97.0,84.7,84.7,76.5,0.668,0.417,0.235,Starter-caliber profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Benny Snell Jr.,2019,RB,RB,RB,Kentucky,4.0,122.0,6.8,8.0,54.8,52.6,62.2,56.5,56.5,62.2,0.529,0.338,0.378,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Tony Pollard,2019,RB,RB,RB,Memphis,4.0,128.0,32.4,45.0,90.8,83.9,98.8,94.7,94.7,94.3,0.932,0.779,0.057,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Ryquell Armstead,2019,RB,RB,RB,Temple,5.0,140.0,3.3,2.0,32.6,39.1,2.8,8.9,8.9,48.4,0.277,0.183,0.516,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
Qadree Ollison,2019,RB,RB,RB,Pittsburgh,5.0,152.0,2.8,1.0,24.6,36.0,1.7,7.1,7.1,41.6,0.25,0.184,0.584,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included; meaningful downside risk
Jordan Scarlett,2019,RB,RB,RB,Florida,5.0,154.0,1.8,0.0,9.7,29.2,1.0,4.1,4.3,29.1,0.183,0.141,0.709,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Trayveon Williams,2019,RB,RB,RB,Texas A&M,6.0,182.0,3.9,4.0,41.7,40.8,5.4,11.7,11.7,49.3,0.327,0.204,0.507,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; private PFF-derived signals included
Ty Johnson,2019,RB,RB,RB,Maryland,6.0,186.0,10.5,18.0,71.2,61.8,97.0,85.0,85.0,77.0,0.695,0.403,0.23,Starter-caliber profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Dexter Williams,2019,RB,RB,RB,Notre Dame,6.0,194.0,1.6,0.0,9.7,26.6,0.7,3.1,4.0,26.1,0.165,0.138,0.739,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Travis Homer,2019,RB,RB,RB,Miami (FL),6.0,204.0,5.7,8.0,54.8,48.8,44.9,42.8,42.8,62.4,0.461,0.272,0.376,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Darwin Thompson,2019,RB,RB,RB,Utah St.,6.0,214.0,3.2,2.0,32.6,37.4,1.9,8.1,8.1,47.6,0.308,0.137,0.524,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Cullen Gillaspia,2019,RB,RB,RB,Texas A&M,7.0,220.0,2.2,0.0,9.7,32.6,1.3,5.5,5.5,34.4,0.213,0.164,0.656,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Kerrith Whyte Jr,2019,RB,RB,RB,Florida Atlantic,7.0,222.0,1.9,1.0,24.6,28.2,0.8,4.2,4.8,26.8,0.226,0.166,0.732,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Chandler Cox,2019,RB,RB,RB,Auburn,7.0,233.0,1.6,0.0,9.7,27.5,0.8,3.1,3.1,27.4,0.151,0.102,0.726,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Myles Gaskin,2019,RB,RB,RB,Washington,7.0,234.0,10.0,13.0,64.2,60.4,95.5,83.6,83.6,73.2,0.691,0.422,0.268,Starter-caliber profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Clyde Edwards-Helaire,2020,RB,RB,RB,LSU,1.0,32.0,17.4,18.0,71.2,69.9,97.2,89.2,89.2,92.3,0.858,0.497,0.077,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
D'Andre Swift,2020,RB,RB,RB,Georgia,2.0,35.0,39.0,44.0,90.6,87.7,98.7,96.4,96.6,98.2,0.975,0.901,0.018,Elite / rare profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Jonathan Taylor,2020,RB,RB,RB,Wisconsin,2.0,41.0,44.5,58.0,94.3,90.3,99.4,97.5,98.0,98.4,0.974,0.938,0.016,Elite / rare profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Cam Akers,2020,RB,RB,RB,Florida St.,2.0,52.0,14.9,13.0,64.2,67.1,97.0,87.9,87.9,89.7,0.808,0.468,0.103,Starter-caliber profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
J.K. Dobbins,2020,RB,RB,RB,Ohio St.,2.0,55.0,17.3,22.0,75.7,71.1,97.4,89.3,89.3,88.5,0.83,0.537,0.115,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
AJ Dillon,2020,RB,RB,RB,Boston Col.,2.0,62.0,16.2,24.0,78.0,70.3,97.2,88.9,88.9,88.8,0.822,0.529,0.112,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Antonio Gibson,2020,RB,RB,RB,Memphis,3.0,66.0,29.0,29.0,82.7,81.7,98.3,94.4,94.4,98.4,0.962,0.765,0.016,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Ke'Shawn Vaughn,2020,RB,RB,RB,Illinois,3.0,76.0,4.6,2.0,32.6,45.3,23.8,26.1,26.1,59.1,0.354,0.233,0.409,Low-probability profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Zack Moss,2020,RB,RB,RB,Utah,3.0,86.0,17.2,18.0,71.2,70.7,97.3,89.6,89.6,92.2,0.864,0.517,0.078,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Darrynton Evans,2020,RB,RB,RB,Appalachian St.,3.0,93.0,3.3,3.0,37.5,38.7,3.5,9.3,9.3,47.7,0.264,0.199,0.523,Low-probability profile,near_expected,Day 2 draft capital; low starter probability; private PFF-derived signals included
Joshua Kelley,2020,RB,RB,RB,UCLA,4.0,112.0,7.5,9.0,56.9,54.4,69.7,62.4,62.4,72.2,0.533,0.295,0.278,Rotational / contributor profile,near_expected,lower draft-capital profile; private PFF-derived signals included
La'Mical Perine,2020,RB,RB,RB,Florida,4.0,120.0,3.2,3.0,37.5,38.8,3.7,8.9,8.9,51.2,0.222,0.134,0.488,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
Anthony McFarland Jr.,2020,RB,RB,RB,Maryland,4.0,124.0,3.2,1.0,24.6,38.4,3.0,8.9,8.9,45.6,0.274,0.199,0.544,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
DeeJay Dallas,2020,RB,RB,RB,Miami (FL),4.0,144.0,6.9,7.0,52.5,52.5,61.2,55.4,55.4,71.4,0.482,0.262,0.286,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Jason Huntley,2020,RB,RB,RB,New Mexico St.,5.0,172.0,1.7,0.0,9.7,27.9,1.7,4.0,4.2,28.8,0.158,0.119,0.712,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Eno Benjamin,2020,RB,RB,RB,Arizona St.,7.0,222.0,4.8,4.0,41.7,46.1,29.4,30.9,30.9,58.5,0.427,0.247,0.415,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Raymond Calais,2020,RB,RB,RB,Louisiana,7.0,245.0,1.2,0.0,9.7,24.0,0.6,2.0,2.9,22.8,0.134,0.098,0.772,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Malcolm Perry,2020,RB,RB,RB,Navy,7.0,246.0,1.9,1.0,24.6,30.5,1.8,5.3,5.3,38.8,0.194,0.112,0.612,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Najee Harris,2021,RB,RB,RB,Alabama,1.0,24.0,34.6,30.0,83.3,85.4,98.3,95.1,95.1,96.8,0.963,0.807,0.032,Elite / rare profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Travis Etienne,2021,RB,RB,RB,Clemson,1.0,25.0,35.7,33.0,85.4,86.5,98.3,95.7,95.7,97.8,0.972,0.856,0.022,Elite / rare profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Javonte Williams,2021,RB,RB,RB,North Carolina,2.0,35.0,29.6,28.0,82.0,82.8,98.1,94.4,94.4,97.9,0.966,0.761,0.021,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Trey Sermon,2021,RB,RB,RB,Ohio St.,3.0,88.0,4.5,4.0,41.7,44.2,19.1,22.2,22.2,62.4,0.304,0.215,0.376,Low-probability profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Michael Carter,2021,RB,RB,RB,North Carolina,4.0,107.0,9.2,16.0,68.5,58.5,82.6,73.5,73.5,80.7,0.639,0.306,0.193,Rotational / contributor profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Kene Nwangwu,2021,RB,RB,RB,Iowa St.,4.0,119.0,3.2,5.0,45.5,38.9,4.9,10.1,10.1,49.7,0.246,0.169,0.503,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; low starter probability; private PFF-derived signals included
Rhamondre Stevenson,2021,RB,RB,RB,Oklahoma,4.0,120.0,32.0,28.0,82.0,83.9,98.1,94.8,94.8,96.3,0.958,0.82,0.037,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Chuba Hubbard,2021,RB,RB,RB,Oklahoma St.,4.0,126.0,27.5,27.0,81.1,81.4,98.0,93.9,93.9,97.5,0.957,0.719,0.025,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Kenneth Gainwell,2021,RB,RB,RB,Memphis,5.0,150.0,18.1,24.0,78.0,73.1,97.3,89.7,89.7,91.7,0.852,0.507,0.083,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Ben Mason,2021,FB,RB,RB,Michigan,5.0,184.0,1.7,0.0,9.7,27.8,2.0,4.5,5.0,24.7,0.196,0.14,0.753,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Elijah Mitchell,2021,RB,RB,RB,Louisiana,6.0,194.0,6.9,11.0,60.8,53.4,64.9,58.8,58.8,70.6,0.549,0.267,0.294,Rotational / contributor profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Gary Brightwell,2021,RB,RB,RB,Arizona,6.0,196.0,2.2,1.0,24.6,33.0,2.4,5.6,5.6,40.7,0.148,0.087,0.593,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included; meaningful downside risk
Larry Rountree,2021,RB,RB,RB,Missouri,6.0,198.0,2.0,1.0,24.6,30.5,2.1,5.2,5.2,32.7,0.197,0.103,0.673,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Chris Evans,2021,RB,RB,RB,Michigan,6.0,202.0,2.6,2.0,32.6,35.1,2.8,7.0,7.0,44.8,0.199,0.1,0.552,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included; meaningful downside risk
Demetric Felton,2021,RB,RB,RB,UCLA,6.0,211.0,2.3,2.0,32.6,33.3,2.5,6.1,6.1,41.3,0.187,0.088,0.587,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included; meaningful downside risk
Khalil Herbert,2021,RB,RB,RB,Virginia Tech,6.0,217.0,9.9,13.0,64.2,59.5,85.6,76.5,76.5,80.9,0.734,0.259,0.191,Starter-caliber profile,near_expected,lower draft-capital profile; strong starter probability; private PFF-derived signals included; strong position profile
Jake Funk,2021,RB,RB,RB,Maryland,7.0,233.0,1.2,0.0,9.7,24.6,1.3,2.3,2.5,24.4,0.115,0.061,0.756,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Kylin Hill,2021,RB,RB,RB,Mississippi St.,7.0,256.0,0.9,0.0,9.7,20.4,0.4,0.3,1.8,16.3,0.083,0.058,0.837,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jermar Jefferson,2021,RB,RB,RB,Oregon St.,7.0,257.0,1.4,1.0,24.6,26.0,1.4,2.6,2.7,26.1,0.112,0.065,0.739,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Breece Hall,2022,RB,RB,RB,Iowa St.,2.0,36.0,31.6,28.0,82.0,83.1,97.9,94.3,94.3,98.1,0.973,0.734,0.019,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Kenneth Walker III,2022,RB,RB,RB,Michigan St.,2.0,41.0,30.6,28.0,82.0,82.4,97.9,94.1,94.1,97.1,0.963,0.736,0.029,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
James Cook,2022,RB,RB,RB,Georgia,2.0,63.0,35.0,43.0,90.2,85.4,98.2,95.1,95.1,98.5,0.973,0.781,0.015,Elite / rare profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Rachaad White,2022,RB,RB,RB,Arizona St.,3.0,91.0,28.9,26.0,80.1,81.3,97.6,93.4,93.4,98.1,0.966,0.672,0.019,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Tyrion Davis-Price,2022,RB,RB,RB,LSU,3.0,93.0,2.1,1.0,24.6,32.6,3.1,6.5,6.5,38.7,0.181,0.141,0.613,Low-probability profile,near_expected,Day 2 draft capital; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Brian Robinson Jr.,2022,RB,RB,RB,Alabama,3.0,98.0,14.6,19.0,72.3,68.2,95.7,87.2,87.2,85.7,0.844,0.444,0.143,Starter-caliber profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Dameon Pierce,2022,RB,RB,RB,Florida,4.0,107.0,12.2,12.0,62.4,62.8,94.7,84.5,84.5,85.8,0.799,0.307,0.142,Starter-caliber profile,near_expected,lower draft-capital profile; strong starter probability; private PFF-derived signals included; high-end model grade; strong position profile
Zamir White,2022,RB,RB,RB,Georgia,4.0,122.0,5.3,5.0,45.5,48.0,43.4,40.6,40.6,66.1,0.372,0.191,0.339,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Isaiah Spiller,2022,RB,RB,RB,Texas A&M,4.0,123.0,2.3,1.0,24.6,34.0,3.2,6.5,6.5,41.7,0.153,0.101,0.583,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included; meaningful downside risk
Pierre Strong,2022,RB,RB,RB,South Dakota St.,4.0,127.0,4.9,4.0,41.7,46.6,37.3,35.7,35.7,65.3,0.34,0.179,0.347,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Hassan Haskins,2022,RB,RB,RB,Michigan,4.0,131.0,3.9,2.0,32.6,41.8,10.8,15.2,15.2,60.2,0.265,0.144,0.398,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
Tyler Allgeier,2022,RB,RB,RB,BYU,5.0,151.0,15.2,20.0,73.1,68.9,95.9,86.9,86.9,87.9,0.816,0.383,0.121,Starter-caliber profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Snoop Conner,2022,RB,RB,RB,Mississippi,5.0,154.0,1.3,0.0,9.7,25.5,2.0,2.9,3.4,23.0,0.11,0.076,0.77,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jerome Ford,2022,RB,RB,RB,Cincinnati,5.0,156.0,14.2,11.0,60.8,67.6,95.6,86.7,86.7,89.2,0.845,0.356,0.108,Starter-caliber profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Kyren Williams,2022,RB,RB,RB,Notre Dame,5.0,164.0,30.4,31.0,83.9,83.0,97.9,93.8,93.8,95.2,0.948,0.714,0.048,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Ty Chandler,2022,RB,RB,RB,North Carolina,5.0,169.0,4.8,6.0,49.3,45.5,31.5,31.5,31.5,59.2,0.374,0.187,0.408,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Kevin Harris,2022,RB,RB,RB,South Carolina,6.0,183.0,1.6,1.0,24.6,28.0,2.3,3.6,3.6,27.4,0.108,0.068,0.726,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Tyler Badie,2022,RB,RB,RB,Missouri,6.0,196.0,2.2,2.0,32.6,33.1,3.1,6.6,6.6,41.1,0.19,0.1,0.589,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included; meaningful downside risk
Keaontay Ingram,2022,RB,RB,RB,USC,6.0,201.0,1.9,2.0,32.6,31.8,2.8,5.1,5.1,37.0,0.117,0.064,0.63,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
